city,date,gender,match_referees,tv_umpires,first_umpire,second_umpire,win_by,win_with,result,player_of_match,team_1,team_2,elected_first,toss_winner,venue,mergeid
Visakhapatnam,2022-06-14,male,J Srinath,J Madanagopal,AK Chaudhary,Nitin Menon,runs,48.0,India,['YS Chahal'],India,South Africa,field,South Africa,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",31746231746
Rajkot,2022-06-17,male,J Srinath,KN Ananthapadmanabhan,J Madanagopal,Nitin Menon,runs,82.0,India,['KD Karthik'],India,South Africa,field,South Africa,"Saurashtra Cricket Association Stadium, Rajkot",31747231747
Bengaluru,2022-06-19,male,J Srinath,Nitin Menon,AK Chaudhary,KN Ananthapadmanabhan,,,no result,,India,South Africa,field,South Africa,"M Chinnaswamy Stadium, Bangalore",31748231748
Episkopi,2021-10-05,male,,,,,wickets,4.0,Cyprus,['Tejwinder Singh'],Estonia,Cyprus,field,Cyprus,Happy Valley Ground,31749231749
Episkopi,2021-10-05,male,,,SJ Ross,TJ Heath,wickets,8.0,Cyprus,['Gurpratap Singh'],Estonia,Cyprus,bat,Estonia,Happy Valley Ground,31750231750
Episkopi,2021-10-06,male,,,,,wickets,8.0,Isle of Man,,Cyprus,Isle of Man,bat,Cyprus,Happy Valley Ground,31751231751
Episkopi,2021-10-06,male,,,,,wickets,6.0,Isle of Man,,Estonia,Isle of Man,bat,Estonia,Happy Valley Ground,31752231752
Episkopi,2021-10-07,male,,,SJ Ross,TJ Heath,wickets,3.0,Isle of Man,['Gurpratap Singh'],Cyprus,Isle of Man,field,Isle of Man,Happy Valley Ground,31753231753
Episkopi,2021-10-08,male,,,SJ Ross,Tom Smith,runs,39.0,Cyprus,['Zeeshan Sarwar'],Cyprus,Estonia,bat,Cyprus,Happy Valley Ground,31754231754
Episkopi,2021-10-08,male,,,SJ Ross,Tom Smith,wickets,8.0,Isle of Man,['J Butler'],Estonia,Isle of Man,field,Isle of Man,Happy Valley Ground,31755231755
Dubai,2021-10-05,male,WC Labrooy,,A Louw,Iftikhar Ali,runs,17.0,Namibia,['JN Frylinck'],Namibia,United Arab Emirates,field,United Arab Emirates,"ICC Academy, Dubai",31756231756
Dubai,2021-10-09,male,WC Labrooy,,Iftikhar Ali,Shiju Sam,wickets,5.0,Namibia,['CG Williams'],Scotland,Namibia,field,Namibia,"ICC Academy, Dubai",31757231757
Dubai,2021-10-10,male,WC Labrooy,,Aasif Iqbal,Iftikhar Ali,runs,14.0,Namibia,,Namibia,Papua New Guinea,field,Papua New Guinea,"ICC Academy, Dubai",31758231758
Dubai,2021-10-07,male,WC Labrooy,,Akbar Ali,Shiju Sam,wickets,7.0,Ireland,,United Arab Emirates,Ireland,bat,United Arab Emirates,"ICC Academy, Dubai",31759231759
Dubai,2021-10-08,male,WC Labrooy,,A Louw,Iftikhar Ali,runs,54.0,United Arab Emirates,['KP Meiyappan'],United Arab Emirates,Ireland,field,Ireland,"ICC Academy, Dubai",31760231760
Dubai,2021-10-10,male,WC Labrooy,,Akbar Ali,A Louw,wickets,7.0,United Arab Emirates,['Waseem Muhammad'],Ireland,United Arab Emirates,field,United Arab Emirates,"ICC Academy, Dubai",31761231761
Dubai,2021-10-08,male,WC Labrooy,,Akbar Ali,Shiju Sam,wickets,8.0,Scotland,['HG Munsey'],Papua New Guinea,Scotland,bat,Papua New Guinea,"ICC Academy, Dubai",31762231762
Marsa,2021-10-21,male,,,A Naudi,T Wheeler,runs,61.0,Malta,['HS Gericke'],Malta,Gibraltar,bat,Malta,Marsa Sports Club,31763231763
Marsa,2021-10-22,male,,,,,wickets,9.0,Switzerland,['Osama Mahmood'],Gibraltar,Switzerland,bat,Gibraltar,Marsa Sports Club,31764231764
Marsa,2021-10-22,male,,,,,wickets,8.0,Switzerland,['NK Aneesh Kumar'],Bulgaria,Switzerland,bat,Bulgaria,Marsa Sports Club,31765231765
Marsa,2021-10-23,male,,,,,runs,8.0,Switzerland,,Switzerland,Malta,bat,Switzerland,Marsa Sports Club,31766231766
Marsa,2021-10-24,male,,,,,wickets,6.0,Bulgaria,['H Lakov'],Gibraltar,Bulgaria,bat,Gibraltar,Marsa Sports Club,31767231767
Marsa,2021-10-24,male,,,,,runs,6.0,Malta,['VP Thamotharam'],Malta,Switzerland,bat,Malta,Marsa Sports Club,31768231768
Almeria,2021-10-15,male,G McCrea,,DA Haggo,HE Kearns,runs,4.0,Jersey,['H Carlyon'],Jersey,Germany,field,Germany,"Desert Springs Cricket Ground, Almeria",31769231769
Almeria,2021-10-15,male,G McCrea,,HE Kearns,N Bathi,wickets,6.0,Italy,['GP Meade'],Denmark,Italy,bat,Denmark,"Desert Springs Cricket Ground, Almeria",31770231770
Almeria,2021-10-16,male,G McCrea,,DA Haggo,N Bathi,wickets,6.0,Germany,['Faisal Mubashir'],Denmark,Germany,bat,Denmark,"Desert Springs Cricket Ground, Almeria",31771231771
Almeria,2021-10-16,male,G McCrea,,DA Haggo,HE Kearns,runs,41.0,Jersey,['B Ward'],Jersey,Italy,bat,Jersey,"Desert Springs Cricket Ground, Almeria",31772231772
Almeria,2021-10-17,male,G McCrea,,DA Haggo,N Bathi,runs,5.0,Jersey,['CW Perchard'],Jersey,Denmark,field,Denmark,"Desert Springs Cricket Ground, Almeria",31773231773
Almeria,2021-10-17,male,G McCrea,,HE Kearns,N Bathi,wickets,4.0,Germany,['DA Blignaut'],Italy,Germany,bat,Italy,"Desert Springs Cricket Ground, Almeria",31774231774
Almeria,2021-10-19,male,G McCrea,,DA Haggo,HE Kearns,runs,9.0,Italy,['G Stewart'],Italy,Denmark,field,Denmark,"Desert Springs Cricket Ground, Almeria",31775231775
Almeria,2021-10-19,male,G McCrea,,HE Kearns,N Bathi,wickets,4.0,Jersey,['B Ward'],Germany,Jersey,bat,Germany,"Desert Springs Cricket Ground, Almeria",31776231776
Almeria,2021-10-20,male,G McCrea,,DA Haggo,N Bathi,wickets,8.0,Jersey,['H Carlyon'],Italy,Jersey,field,Jersey,"Desert Springs Cricket Ground, Almeria",31777231777
Almeria,2021-10-20,male,G McCrea,,DA Haggo,HE Kearns,runs,12.0,Germany,['MJ Richardson'],Germany,Denmark,field,Denmark,"Desert Springs Cricket Ground, Almeria",31778231778
Almeria,2021-10-21,male,G McCrea,,DA Haggo,N Bathi,runs,1.0,Italy,['D Klein'],Italy,Germany,field,Germany,"Desert Springs Cricket Ground, Almeria",31779231779
Almeria,2021-10-21,male,G McCrea,,HE Kearns,N Bathi,wickets,4.0,Jersey,['JW Jenner'],Denmark,Jersey,bat,Denmark,"Desert Springs Cricket Ground, Almeria",31780231780
Naucalpan,2021-10-19,female,Reon King,,Jermaine Lindo,SN Bandekar,wickets,8.0,Brazil,['RD de Sousa'],Argentina,Brazil,field,Brazil,"Reforma Athletic Club, Naucalpan",31781231781
Naucalpan,2021-10-19,female,Reon King,,JM Williams,N Duguid,wickets,10.0,United States of America,['GC Bhogle'],Canada,United States of America,bat,Canada,"Reforma Athletic Club, Naucalpan",31782231782
Naucalpan,2021-10-24,female,Reon King,,N Duguid,SN Bandekar,runs,7.0,Canada,['Hala Azmat'],Canada,United States of America,field,United States of America,"Reforma Athletic Club, Naucalpan",31783231783
Kigali City,2021-10-16,male,SA Fritz,,C Thorburn,Patric Makumbi,wickets,5.0,Ghana,['SK Awiah'],Rwanda,Ghana,field,Ghana,Gahanga International Cricket Stadium. Rwanda,31784231784
Kigali City,2021-10-16,male,SA Fritz,,A Paleker,Claus Schumacher,runs,54.0,Swaziland,['Muhammad Amin'],Swaziland,Lesotho,bat,Swaziland,Integrated Polytechnic Regional Centre,31785231785
Kigali City,2021-10-16,male,SA Fritz,,IO Oyieko,Itangishaka Olivier,wickets,9.0,Ghana,['KS Bagabena'],Seychelles,Ghana,bat,Seychelles,Gahanga International Cricket Stadium. Rwanda,31786231786
Kigali City,2021-10-16,male,SA Fritz,,C Phiri,D Odhiambo,wickets,10.0,Uganda,['S Sesazi'],Malawi,Uganda,bat,Malawi,Integrated Polytechnic Regional Centre,31787231787
Kigali City,2021-10-17,male,SA Fritz,,Claus Schumacher,Patric Makumbi,wickets,6.0,Seychelles,['N Krishna'],Lesotho,Seychelles,field,Seychelles,Gahanga International Cricket Stadium. Rwanda,31788231788
Kigali City,2021-10-17,male,SA Fritz,,A Paleker,C Thorburn,wickets,8.0,Malawi,['MA Baig'],Swaziland,Malawi,field,Malawi,Integrated Polytechnic Regional Centre,31789231789
Kigali City,2021-10-17,male,SA Fritz,,D Odhiambo,Itangishaka Olivier,runs,116.0,Ghana,['R Bakum'],Ghana,Lesotho,bat,Ghana,Gahanga International Cricket Stadium. Rwanda,31790231790
Kigali City,2021-10-17,male,SA Fritz,,C Phiri,IO Oyieko,runs,106.0,Uganda,,Uganda,Rwanda,bat,Uganda,Integrated Polytechnic Regional Centre,31791231791
Kigali City,2021-10-19,male,SA Fritz,,D Odhiambo,Patric Makumbi,wickets,7.0,Ghana,['DK Anefie'],Malawi,Ghana,field,Ghana,Gahanga International Cricket Stadium. Rwanda,31792231792
Kigali City,2021-10-19,male,SA Fritz,,A Paleker,C Phiri,wickets,10.0,Uganda,['DM Nakrani'],Lesotho,Uganda,bat,Lesotho,Integrated Polytechnic Regional Centre,31793231793
Kigali City,2021-10-19,male,SA Fritz,,A Paleker,Itangishaka Olivier,wickets,6.0,Uganda,['F Nsubuga'],Swaziland,Uganda,bat,Swaziland,Integrated Polytechnic Regional Centre,31794231794
Kigali City,2021-10-20,male,SA Fritz,,C Phiri,Itangishaka Olivier,runs,21.0,Malawi,['Sami Sohail'],Malawi,Seychelles,bat,Malawi,Gahanga International Cricket Stadium. Rwanda,31795231795
Kigali City,2021-10-20,male,SA Fritz,,A Paleker,Patric Makumbi,wickets,7.0,Ghana,['OH Agbomadzie'],Swaziland,Ghana,field,Ghana,Integrated Polytechnic Regional Centre,31796231796
Kigali City,2021-10-20,male,SA Fritz,,C Thorburn,Claus Schumacher,wickets,7.0,Seychelles,['SKDT Madusanka'],Swaziland,Seychelles,bat,Swaziland,Gahanga International Cricket Stadium. Rwanda,31797231797
Kigali City,2021-10-20,male,SA Fritz,,A Paleker,IO Oyieko,runs,22.0,Rwanda,['E Sebareme'],Rwanda,Lesotho,bat,Rwanda,Integrated Polytechnic Regional Centre,31798231798
Kigali City,2021-10-21,male,SA Fritz,,C Thorburn,D Odhiambo,runs,79.0,Uganda,['DM Nakrani'],Uganda,Ghana,field,Ghana,Gahanga International Cricket Stadium. Rwanda,31799231799
Kigali City,2021-10-22,male,SA Fritz,,C Thorburn,IO Oyieko,wickets,7.0,Rwanda,['M Akayezu'],Swaziland,Rwanda,bat,Swaziland,Gahanga International Cricket Stadium. Rwanda,31800231800
Kigali City,2021-10-22,male,SA Fritz,,A Paleker,D Odhiambo,runs,22.0,Malawi,['MA Baig'],Malawi,Lesotho,field,Lesotho,Integrated Polytechnic Regional Centre,31801231801
Kigali City,2021-10-22,male,SA Fritz,,C Phiri,Patric Makumbi,runs,24.0,Malawi,['Sami Sohail'],Malawi,Rwanda,bat,Malawi,Gahanga International Cricket Stadium. Rwanda,31802231802
Kigali City,2021-10-22,male,SA Fritz,,Claus Schumacher,Itangishaka Olivier,runs,95.0,Uganda,['DM Nakrani'],Uganda,Seychelles,bat,Uganda,Integrated Polytechnic Regional Centre,31803231803
Kigali City,2021-11-02,male,ET Dube,,C Phiri,C Thorburn,runs,72.0,Botswana,['K Motlanka'],Botswana,Sierra Leone,bat,Botswana,Gahanga International Cricket Stadium. Rwanda,31804231804
Kigali City,2021-11-02,male,ET Dube,,Claus Schumacher,S Kintu,runs,87.0,Tanzania,['II Selemani'],Tanzania,Mozambique,bat,Tanzania,Gahanga International Cricket Stadium. Rwanda,31805231805
Kigali City,2021-11-03,male,ET Dube,,Claus Schumacher,I Chabi,runs,171.0,Mozambique,['F Damiao Couana'],Mozambique,Cameroon,field,Cameroon,Gahanga International Cricket Stadium. Rwanda,31806231806
Kigali City,2021-11-03,male,ET Dube,,F Mutizwa,S Kintu,wickets,8.0,Tanzania,['II Selemani'],Sierra Leone,Tanzania,bat,Sierra Leone,Gahanga International Cricket Stadium. Rwanda,31807231807
Kigali City,2021-11-05,male,ET Dube,,C Thorburn,I Chabi,wickets,9.0,Botswana,['R Nehonde'],Cameroon,Botswana,bat,Cameroon,Gahanga International Cricket Stadium. Rwanda,31808231808
Kigali City,2021-11-05,male,ET Dube,,C Phiri,F Mutizwa,wickets,5.0,Sierra Leone,['S Conteh'],Mozambique,Sierra Leone,bat,Mozambique,Gahanga International Cricket Stadium. Rwanda,31809231809
Kigali City,2021-11-06,male,ET Dube,,Claus Schumacher,F Mutizwa,runs,52.0,Botswana,['R Nehonde'],Botswana,Mozambique,bat,Botswana,Gahanga International Cricket Stadium. Rwanda,31810231810
Kigali City,2021-11-06,male,ET Dube,,I Chabi,S Kintu,runs,178.0,Tanzania,['K Nassoro'],Tanzania,Cameroon,bat,Tanzania,Gahanga International Cricket Stadium. Rwanda,31811231811
Kigali City,2021-11-07,male,ET Dube,,C Phiri,S Kintu,wickets,6.0,Sierra Leone,['S Conteh'],Cameroon,Sierra Leone,bat,Cameroon,Gahanga International Cricket Stadium. Rwanda,31812231812
Kigali City,2021-11-07,male,ET Dube,,C Thorburn,F Mutizwa,runs,3.0,Tanzania,['Jitin Singh'],Tanzania,Botswana,bat,Tanzania,Gahanga International Cricket Stadium. Rwanda,31813231813
Lagos,2021-10-19,male,,,,,wickets,6.0,Sierra Leone,['M Kpaka'],Nigeria,Sierra Leone,field,Sierra Leone,University of Lagos Cricket Oval,31814231814
Lagos,2021-10-21,male,,,E King,Kehinde Olanbiwonnu,runs,69.0,Nigeria,,Nigeria,Sierra Leone,field,Sierra Leone,University of Lagos Cricket Oval,31815231815
Lagos,2021-10-23,male,,,,,wickets,9.0,Nigeria,,Sierra Leone,Nigeria,bat,Sierra Leone,University of Lagos Cricket Oval,31816231816
Lagos,2021-10-24,male,,,,,runs,19.0,Nigeria,,Nigeria,Sierra Leone,bat,Nigeria,University of Lagos Cricket Oval,31817231817
Lagos,2021-10-26,male,,,,,runs,36.0,Nigeria,['P Aho'],Nigeria,Sierra Leone,bat,Nigeria,University of Lagos Cricket Oval,31818231818
Doha,2021-10-23,male,M Nayyar,,Akbar Ali,BB Pradhan,wickets,8.0,Bahrain,['Muhammad Younis'],Qatar,Bahrain,field,Bahrain,"West End Park International Cricket Stadium, Doha",31819231819
Doha,2021-10-23,male,M Nayyar,,Akbar Ali,Shivani Mishra,wickets,7.0,Saudi Arabia,,Maldives,Saudi Arabia,bat,Maldives,"West End Park International Cricket Stadium, Doha",31820231820
Doha,2021-10-24,male,M Nayyar,,BB Pradhan,Shivani Mishra,wickets,6.0,Kuwait,,Bahrain,Kuwait,field,Kuwait,"West End Park International Cricket Stadium, Doha",31821231821
Doha,2021-10-24,male,M Nayyar,,Akbar Ali,BB Pradhan,runs,98.0,Qatar,['Mohammad Rizlan'],Qatar,Maldives,field,Maldives,"West End Park International Cricket Stadium, Doha",31822231822
Doha,2021-10-27,male,M Nayyar,,Akbar Ali,Shivani Mishra,wickets,7.0,Bahrain,,Maldives,Bahrain,field,Bahrain,"West End Park International Cricket Stadium, Doha",31823231823
Doha,2021-10-28,male,M Nayyar,,BB Pradhan,Shivani Mishra,wickets,5.0,Kuwait,['ED Silva'],Maldives,Kuwait,field,Kuwait,"West End Park International Cricket Stadium, Doha",31824231824
Doha,2021-10-28,male,M Nayyar,,BB Pradhan,Shivani Mishra,runs,18.0,Bahrain,['Sarfaraz Ali'],Bahrain,Saudi Arabia,field,Saudi Arabia,"West End Park International Cricket Stadium, Doha",31825231825
Doha,2021-10-29,male,M Nayyar,,Akbar Ali,BB Pradhan,wickets,2.0,Qatar,['Musawar Shah'],Kuwait,Qatar,bat,Kuwait,"West End Park International Cricket Stadium, Doha",31826231826
Coolidge,2021-11-07,male,Denavon Hayles,,AR Maddela,LS Reifer,wickets,10.0,United States of America,['SR Taylor'],Belize,United States of America,field,United States of America,"Coolidge Cricket Ground, Antigua",31827231827
Coolidge,2021-11-08,male,Denavon Hayles,,H Grewal,Vijaya Mallela,runs,145.0,Canada,['NS Dhaliwal'],Canada,Belize,bat,Canada,"Coolidge Cricket Ground, Antigua",31828231828
North Sound,2021-11-08,male,Denavon Hayles,,AR Maddela,Emmerson Carrington,runs,12.0,Bahamas,['M Taylor'],Bahamas,Argentina,bat,Bahamas,"Sir Vivian Richards Stadium, North Sound, Antigua",31829231829
Coolidge,2021-11-08,male,Denavon Hayles,,H Grewal,JM Williams,runs,12.0,Belize,['BS Stephenson'],Belize,Panama,bat,Belize,"Coolidge Cricket Ground, Antigua",31830231830
North Sound,2021-11-08,male,Denavon Hayles,,AR Maddela,LS Reifer,runs,23.0,United States of America,['Aaron Jones'],United States of America,Bermuda,bat,United States of America,"Sir Vivian Richards Stadium, North Sound, Antigua",31831231831
Coolidge,2021-11-10,male,Denavon Hayles,,H Grewal,LS Reifer,,,tie,['K Gore'],Canada,United States of America,bat,Canada,"Coolidge Cricket Ground, Antigua",31832231832
North Sound,2021-11-10,male,Denavon Hayles,,AR Maddela,Vijaya Mallela,runs,59.0,Argentina,['A Ferguson'],Argentina,Belize,bat,Argentina,"Sir Vivian Richards Stadium, North Sound, Antigua",31833231833
Coolidge,2021-11-10,male,Denavon Hayles,,Emmerson Carrington,LS Reifer,runs,140.0,Bermuda,['T Manders'],Bermuda,Bahamas,field,Bahamas,"Coolidge Cricket Ground, Antigua",31834231834
North Sound,2021-11-11,male,Denavon Hayles,,H Grewal,Vijaya Mallela,runs,11.0,Bahamas,['M Taylor'],Bahamas,Belize,bat,Bahamas,"Sir Vivian Richards Stadium, North Sound, Antigua",31835231835
North Sound,2021-11-11,male,Denavon Hayles,,Emmerson Carrington,H Grewal,wickets,8.0,United States of America,['G Singh'],Argentina,United States of America,bat,Argentina,"Sir Vivian Richards Stadium, North Sound, Antigua",31836231836
Coolidge,2021-11-13,male,Denavon Hayles,,AR Maddela,Vijaya Mallela,wickets,10.0,United States of America,['NK Patel'],Bahamas,United States of America,bat,Bahamas,"Coolidge Cricket Ground, Antigua",31837231837
North Sound,2021-11-13,male,Denavon Hayles,,Emmerson Carrington,JM Williams,wickets,7.0,Bermuda,['AC Douglas'],Belize,Bermuda,bat,Belize,"Sir Vivian Richards Stadium, North Sound, Antigua",31838231838
Coolidge,2021-11-13,male,Denavon Hayles,,LS Reifer,Vijaya Mallela,runs,26.0,Panama,['Irfan Hafejee'],Panama,Bahamas,field,Bahamas,"Coolidge Cricket Ground, Antigua",31839231839
North Sound,2021-11-13,male,Denavon Hayles,,Emmerson Carrington,H Grewal,wickets,9.0,Canada,['D Heyliger'],Argentina,Canada,bat,Argentina,"Sir Vivian Richards Stadium, North Sound, Antigua",31840231840
Coolidge,2021-11-14,male,Denavon Hayles,,Emmerson Carrington,JM Williams,runs,208.0,Canada,['R Pathan'],Canada,Panama,bat,Canada,"Coolidge Cricket Ground, Antigua",31841231841
Dubai,2021-11-22,female,WC Labrooy,,Ahsan Raza,DN Subedi,runs,30.0,United Arab Emirates,['Theertha Satish'],United Arab Emirates,Malaysia,field,Malaysia,"ICC Academy, Dubai",31842231842
Dubai,2021-11-22,female,WC Labrooy,,Akbar Ali,Vinod Babu,wickets,6.0,Hong Kong,['M Hill'],Nepal,Hong Kong,field,Hong Kong,"ICC Academy Ground No 2, Dubai",31843231843
Dubai,2021-11-22,female,,,Rahul Asher,VK Jha,runs,40.0,Bhutan,['T Zangmo'],Bhutan,Kuwait,field,Kuwait,"ICC Academy, Dubai",31844231844
Dubai,2021-11-23,female,WC Labrooy,,DN Subedi,Vinod Babu,runs,11.0,United Arab Emirates,['Chaya Mughal'],United Arab Emirates,Hong Kong,field,Hong Kong,"ICC Academy, Dubai",31845231845
Dubai,2021-11-23,female,WC Labrooy,,Akbar Ali,VK Jha,runs,81.0,Malaysia,['Mas Elysa'],Malaysia,Kuwait,bat,Malaysia,"ICC Academy, Dubai",31846231846
Dubai,2021-11-23,female,WC Labrooy,,Ahsan Raza,Rahul Asher,wickets,8.0,Nepal,['SR Magar'],Bhutan,Nepal,bat,Bhutan,"ICC Academy Ground No 2, Dubai",31847231847
Dubai,2021-11-25,female,WC Labrooy,,Akbar Ali,DN Subedi,wickets,4.0,Hong Kong,['KY Chan'],Malaysia,Hong Kong,field,Hong Kong,"ICC Academy Ground No 2, Dubai",31848231848
Dubai,2021-11-25,female,WC Labrooy,,Rahul Asher,Vinod Babu,wickets,9.0,Nepal,['RC Belbashi'],Kuwait,Nepal,bat,Kuwait,"ICC Academy, Dubai",31849231849
Dubai,2021-11-25,female,WC Labrooy,,Ahsan Raza,VK Jha,runs,47.0,United Arab Emirates,['Khushi Sharma'],United Arab Emirates,Bhutan,field,Bhutan,"ICC Academy Ground No 2, Dubai",31850231850
Dubai,2021-11-26,female,WC Labrooy,,Rahul Asher,VK Jha,runs,20.0,Hong Kong,['Chan Ka Man'],Hong Kong,Bhutan,field,Bhutan,"ICC Academy, Dubai",31851231851
Dubai,2021-11-26,female,WC Labrooy,,DN Subedi,Vinod Babu,wickets,7.0,United Arab Emirates,['ER Oza'],Kuwait,United Arab Emirates,field,United Arab Emirates,"ICC Academy Ground No 2, Dubai",31852231852
Dubai,2021-11-28,female,WC Labrooy,,Ahsan Raza,Vinod Babu,runs,48.0,United Arab Emirates,['CR Seneviratna'],United Arab Emirates,Nepal,field,Nepal,"ICC Academy Ground No 2, Dubai",31853231853
Dubai,2021-11-28,female,WC Labrooy,,Akbar Ali,VK Jha,runs,11.0,Malaysia,['Mahirah Izzati Ismail'],Malaysia,Bhutan,bat,Malaysia,"ICC Academy, Dubai",31854231854
Dubai,2021-11-28,female,WC Labrooy,,DN Subedi,Rahul Asher,runs,35.0,Hong Kong,['M Hill'],Hong Kong,Kuwait,bat,Hong Kong,"ICC Academy, Dubai",31855231855
Karachi,2021-12-13,male,Muhammad Javed,Asif Yaqoob,Ahsan Raza,Aleem Dar,runs,63.0,Pakistan,['Haider Ali'],Pakistan,West Indies,field,West Indies,"National Stadium, Karachi",31856231856
Karachi,2021-12-14,male,Muhammad Javed,Rashid Riaz,Ahsan Raza,Asif Yaqoob,runs,9.0,Pakistan,['Shadab Khan'],Pakistan,West Indies,bat,Pakistan,"National Stadium, Karachi",31857231857
Karachi,2021-12-16,male,Muhammad Javed,Asif Yaqoob,Aleem Dar,Rashid Riaz,wickets,7.0,Pakistan,['Mohammad Rizwan'],West Indies,Pakistan,bat,West Indies,"National Stadium, Karachi",31858231858
Lahore,2022-04-05,male,Muhammad Javed,Asif Yaqoob,Ahsan Raza,Aleem Dar,wickets,3.0,Australia,['AJ Finch'],Pakistan,Australia,field,Australia,"Gaddafi Stadium, Lahore",31859231859
Queenstown,2022-02-09,female,GAV Baxter,BF Bowden,JM Dempsey,Kim Cotton,runs,18.0,New Zealand,['LMM Tahuhu'],New Zealand,India,field,India,"John Davies Oval, Queenstown",31860231860
Kigali City,2021-11-17,male,O Chirombe,,IO Oyieko,R D'Mello,wickets,6.0,Tanzania,['S Thakor'],Nigeria,Tanzania,bat,Nigeria,Gahanga International Cricket Stadium. Rwanda,31861231861
Kigali City,2021-11-17,male,O Chirombe,,Habib Enesi,S George,runs,1.0,Kenya,['DM Nakrani'],Kenya,Uganda,bat,Kenya,Integrated Polytechnic Regional Centre,31862231862
Kigali City,2021-11-17,male,O Chirombe,,A Louw,IO Oyieko,runs,12.0,Uganda,['DM Nakrani'],Uganda,Nigeria,bat,Uganda,Gahanga International Cricket Stadium. Rwanda,31863231863
Kigali City,2021-11-17,male,O Chirombe,,Habib Enesi,Patric Makumbi,runs,39.0,Tanzania,['AA Jasani'],Tanzania,Kenya,bat,Tanzania,Integrated Polytechnic Regional Centre,31864231864
Kigali City,2021-11-18,male,O Chirombe,,Patric Makumbi,R D'Mello,wickets,8.0,Uganda,['RB Patel'],Tanzania,Uganda,bat,Tanzania,Gahanga International Cricket Stadium. Rwanda,31865231865
Kigali City,2021-11-18,male,O Chirombe,,A Louw,S George,wickets,8.0,Kenya,['AA Obanda'],Nigeria,Kenya,bat,Nigeria,Integrated Polytechnic Regional Centre,31866231866
Kigali City,2021-11-18,male,O Chirombe,,Habib Enesi,Patric Makumbi,wickets,7.0,Kenya,['RN Patel'],Tanzania,Kenya,bat,Tanzania,Gahanga International Cricket Stadium. Rwanda,31867231867
Kigali City,2021-11-18,male,O Chirombe,,A Louw,IO Oyieko,wickets,8.0,Uganda,['Riazat Ali Shah'],Nigeria,Uganda,field,Uganda,Integrated Polytechnic Regional Centre,31868231868
Kigali City,2021-11-20,male,O Chirombe,,Habib Enesi,R D'Mello,wickets,6.0,Uganda,['F Akankwasa'],Tanzania,Uganda,field,Uganda,Gahanga International Cricket Stadium. Rwanda,31869231869
Kigali City,2021-11-20,male,O Chirombe,,Patric Makumbi,S George,runs,60.0,Kenya,['Vraj Patel'],Kenya,Nigeria,field,Nigeria,Integrated Polytechnic Regional Centre,31870231870
